epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,38.2219,2.105,6.17033,1.38709,0,0,0,0,1.79454,6.16623,1.17722,0.000116295,0.000116295,0.000116295
