epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.98622,2.09711,5.98702,1.41064,0,0,0,0,1.84377,6.11882,1.17136,0.000116295,0.000116295,0.000116295
